,image,dog,bounds_x_before,bounds_x,bounds_y_before,bounds_y,bounds_width_before,bounds_width,bounds_height_before,bounds_height,L_eye_v,L_eye_x_before,L_eye_x,L_eye_y_before,L_eye_y,R_eye_v,R_eye_x_before,R_eye_x,R_eye_y_before,R_eye_y,L_ear_v,L_ear_x_before,L_ear_x,L_ear_y_before,L_ear_y,R_ear_v,R_ear_x_before,R_ear_x,R_ear_y_before,R_ear_y,Nose_v,Nose_x_before,Nose_x,Nose_y_before,Nose_y,Throat_v,Throat_x_before,Throat_x,Throat_y_before,Throat_y,Tail_v,Tail_x_before,Tail_x,Tail_y_before,Tail_y,withers_v,withers_x_before,withers_x,withers_y_before,withers_y,L_F_elbow_v,L_F_elbow_x_before,L_F_elbow_x,L_F_elbow_y_before,L_F_elbow_y,R_F_elbow_v,R_F_elbow_x_before,R_F_elbow_x,R_F_elbow_y_before,R_F_elbow_y,L_B_elbow_v,L_B_elbow_x_before,L_B_elbow_x,L_B_elbow_y_before,L_B_elbow_y,R_B_elbow_v,R_B_elbow_x_before,R_B_elbow_x,R_B_elbow_y_before,R_B_elbow_y,L_F_knee_v,L_F_knee_x_before,L_F_knee_x,L_F_knee_y_before,L_F_knee_y,R_F_knee_v,R_F_knee_x_before,R_F_knee_x,R_F_knee_y_before,R_F_knee_y,L_B_knee_v,L_B_knee_x_before,L_B_knee_x,L_B_knee_y_before,L_B_knee_y,R_B_knee_v,R_B_knee_x_before,R_B_knee_x,R_B_knee_y_before,R_B_knee_y,L_F_paw_v,L_F_paw_x_before,L_F_paw_x,L_F_paw_y_before,L_F_paw_y,R_F_paw_v,R_F_paw_x_before,R_F_paw_x,R_F_paw_y_before,R_F_paw_y,L_B_paw_v,L_B_paw_x_before,L_B_paw_x,L_B_paw_y_before,L_B_paw_y,R_B_paw_v,R_B_paw_x_before,R_B_paw_x,R_B_paw_y_before,R_B_paw_y,height,width
2393,566.jpeg,1,0.036559036,11,0.178042696,39,0.687507828,206,0.786264127,172,1,0.652954121,196,0.269828258,59,1,0.577404596,173,0.288389937,63,0,0,0,0,0,1,0.450086419,135,0.264698671,58,1,0.689363618,207,0.419916884,92,1,0.533683955,160,0.520568947,114,1,0.113814171,34,0.443072825,97,1,0.393610386,118,0.438973682,96,1,0.540856684,162,0.775776204,170,1,0.390695501,117,0.808974804,177,0,0,0,0,0,1,0.079403126,24,0.717482512,157,1,0.526794657,158,0.882163195,193,1,0.436726846,131,0.890254142,195,1,0.243100813,73,0.799335933,175,1,0.08902528,27,0.821045289,180,0,0,0,0,0,1,0.443803054,133,0.958418597,210,1,0.270229205,81,0.867312031,190,0,0,0,0,0,219,300
2472,391.jpeg,1,0.002616675,1,0.059630542,16,0.926740487,278,0.88209022,234,1,0.827263775,248,0.176691122,47,1,0.754394187,226,0.18204776,48,1,0.884061047,265,0.094151571,25,1,0.683388101,205,0.116509789,31,1,0.800293914,240,0.231214206,61,1,0.766874826,230,0.421450711,112,1,0.160573324,48,0.441851698,117,0,0,0,0,0,1,0.59729552,179,0.491437013,130,0,0,0,0,0,0,0,0,0,0,1,0.367302715,110,0.549726845,146,0,0,0,0,0,1,0.696051452,209,0.613760634,163,0,0,0,0,0,1,0.359606105,108,0.901942994,239,1,0.686490774,206,0.766873802,203,1,0.651376393,195,0.678648053,180,0,0,0,0,0,1,0.430767899,129,0.923364811,245,265,300
2473,399.jpeg,1,0.243065904,71,0.179361221,54,0.499725822,146,0.732002527,220,1,0.633658846,185,0.295904016,89,1,0.533849086,156,0.302109515,91,1,0.591932673,173,0.36504968,110,1,0.68011752,199,0.259948103,78,1,0.464943871,136,0.277625974,83,1,0.568816349,166,0.469919438,141,0,0,0,0,0,0,0,0,0,0,1,0.643884964,188,0.556908016,167,1,0.418593435,122,0.561755632,169,0,0,0,0,0,1,0.293242568,86,0.516806247,155,1,0.607496315,177,0.74236377,223,1,0.459538917,134,0.729385774,219,0,0,0,0,0,1,0.334681979,98,0.689922604,207,1,0.589223573,172,0.832936785,250,1,0.49681079,145,0.823088761,247,0,0,0,0,0,1,0.316244934,92,0.772770814,232,300,292
2474,420.jpeg,1,0.077446799,23,0.046317587,12,0.899729356,270,0.936387839,248,1,0.246151597,74,0.184057203,49,1,0.180047081,54,0.171702705,46,1,0.30586975,92,0.128346066,34,1,0.1398111,42,0.120395765,32,1,0.204046566,61,0.230177706,61,1,0.233266867,70,0.40507347,107,1,0.861207013,258,0.470516075,125,1,0.418792337,126,0.237823772,63,1,0.417184875,125,0.498887919,132,0,0,0,0,0,1,0.618572817,186,0.659909823,175,0,0,0,0,0,1,0.310244808,93,0.627348202,166,0,0,0,0,0,1,0.66705031,200,0.829892859,220,0,0,0,0,0,1,0.360469736,108,0.694444136,184,1,0.340074114,102,0.757346489,201,1,0.592779485,178,0.912259041,242,0,0,0,0,0,265,300
2475,439.jpeg,1,0.117278378,35,0.173278487,52,0.706021812,212,0.645931912,194,1,0.72958871,219,0.403871789,121,1,0.579631341,174,0.416385495,125,1,0.749823084,225,0.300919625,90,1,0.547480876,164,0.305459598,92,1,0.6600105,198,0.462667554,139,1,0.599015374,180,0.565784589,170,1,0.283414291,85,0.295234117,89,0,0,0,0,0,1,0.672374676,202,0.561580811,168,1,0.445691883,134,0.554644741,166,0,0,0,0,0,1,0.220095224,66,0.522907129,157,1,0.689612849,207,0.650050115,195,1,0.502614791,151,0.656614856,197,0,0,0,0,0,1,0.153889142,46,0.59698207,179,1,0.666250696,200,0.741572037,222,1,0.435924599,131,0.68774083,206,1,0.416697116,125,0.617229609,185,1,0.166183517,50,0.708018183,212,300,300
2476,481.jpeg,1,0.042839228,13,0.026658029,6,0.712446458,214,0.795970089,172,1,0.660076637,198,0.309418295,67,1,0.563469883,169,0.291191439,63,1,0.689242763,207,0.232540997,50,1,0.534711829,160,0.218426512,47,1,0.600597754,180,0.438660432,95,1,0.55401968,166,0.513493753,111,1,0.131851168,40,0.351603252,76,1,0.442089074,133,0.328950126,71,0,0,0,0,0,1,0.459225096,138,0.592784042,128,1,0.269960627,81,0.63438729,137,1,0.153840445,46,0.496546915,107,1,0.479794074,144,0.751061678,162,1,0.5564745,167,0.644997354,139,1,0.193028372,58,0.679444978,147,1,0.054649787,16,0.68504368,148,0,0,0,0,0,1,0.609549977,183,0.693339058,150,0,0,0,0,0,0,0,0,0,0,216,300
2477,486.jpeg,1,0.07085745,21,0.029353941,6,0.879867149,264,0.852201674,178,1,0.152033244,46,0.175687367,37,1,0.079460079,24,0.173099165,36,1,0.205948023,62,0.104394759,22,1,0.097450832,29,0.09069697,19,1,0.104964702,31,0.277106982,58,1,0.205862603,62,0.397396523,83,1,0.823481766,247,0.320199443,67,1,0.352826023,106,0.147547607,31,1,0.396709692,119,0.510855553,107,1,0.319542106,96,0.511696138,107,1,0.739961139,222,0.570063503,119,1,0.641146999,192,0.518524793,108,1,0.437851363,131,0.709267531,148,1,0.324911075,97,0.714162922,149,1,0.846693394,254,0.704068405,147,1,0.672662812,202,0.704927964,147,1,0.446030581,134,0.808456793,169,1,0.280977809,84,0.784900259,164,1,0.800007587,240,0.883754514,185,1,0.610826303,183,0.838288723,175,209,300
2478,545.jpeg,1,0.262287552,79,0.138556137,28,0.452996562,136,0.7995442,160,1,0.459083157,138,0.285237825,57,1,0.379570442,114,0.289898976,58,1,0.49789524,149,0.314705002,63,1,0.313398274,94,0.283917681,57,1,0.436475101,131,0.344877948,69,1,0.414174152,124,0.496310852,99,1,0.673850293,202,0.435247819,87,0,0,0,0,0,1,0.492775939,148,0.633426912,127,1,0.32072865,96,0.730106331,146,1,0.632813138,190,0.643723496,129,1,0.542924368,163,0.630019223,126,1,0.466727458,140,0.735978268,147,1,0.342857074,103,0.82627254,165,1,0.636207895,191,0.724415348,145,1,0.580173296,174,0.674552564,135,1,0.450225446,135,0.820060843,164,1,0.333770012,100,0.899700262,180,1,0.63709934,191,0.825290628,165,1,0.513693403,154,0.735657144,147,200,300
2479,566.jpeg,1,0.036430796,11,0.178602248,39,0.688266463,206,0.78588983,172,1,0.653323777,196,0.269394367,59,1,0.576993324,173,0.288508281,63,0,0,0,0,0,1,0.449832363,135,0.264063882,58,1,0.688401562,207,0.419033047,92,1,0.533819559,160,0.51987252,114,1,0.11418617,34,0.443900879,97,1,0.394331321,118,0.439147214,96,1,0.540252809,162,0.775641805,170,1,0.389831295,117,0.808192987,177,0,0,0,0,0,1,0.079129333,24,0.717075589,157,1,0.527708615,158,0.881888629,193,1,0.436537003,131,0.889965091,195,1,0.243031987,73,0.799150474,175,1,0.088078392,26,0.820066005,180,0,0,0,0,0,1,0.44460494,133,0.95742242,210,1,0.271211855,81,0.868014324,190,0,0,0,0,0,219,300
2558,391.jpeg,1,0.00218655,1,0.059923913,16,0.92672838,278,0.881184484,234,1,0.827623604,248,0.175849218,47,1,0.755225574,227,0.18203613,48,1,0.884236769,265,0.094817369,25,1,0.684235316,205,0.117467289,31,1,0.800061468,240,0.230602641,61,1,0.767829744,230,0.422295789,112,1,0.160864396,48,0.441677887,117,0,0,0,0,0,1,0.596597234,179,0.491383618,130,0,0,0,0,0,0,0,0,0,0,1,0.367789026,110,0.548928796,145,0,0,0,0,0,1,0.696760506,209,0.613979688,163,0,0,0,0,0,1,0.360084606,108,0.901111768,239,1,0.686298214,206,0.767472942,203,1,0.650775386,195,0.679324084,180,0,0,0,0,0,1,0.430423993,129,0.924019592,245,265,300
2559,399.jpeg,1,0.24391397,71,0.180057227,54,0.500331001,146,0.732479602,220,1,0.633256756,185,0.295683379,89,1,0.53323606,156,0.301261298,90,1,0.592518164,173,0.365193871,110,1,0.681088911,199,0.25915487,78,1,0.46580663,136,0.276933064,83,1,0.569462902,166,0.469326322,141,0,0,0,0,0,0,0,0,0,0,1,0.644361819,188,0.556185795,167,1,0.417742731,122,0.562609607,169,0,0,0,0,0,1,0.293705113,86,0.516503152,155,1,0.606510944,177,0.743191675,223,1,0.459619594,134,0.729845293,219,0,0,0,0,0,1,0.33529503,98,0.689859732,207,1,0.589397146,172,0.832728999,250,1,0.496510363,145,0.822964713,247,0,0,0,0,0,1,0.316322465,92,0.772356924,232,300,292
2560,420.jpeg,1,0.07821669,23,0.046748194,12,0.899692786,270,0.937364205,248,1,0.246330024,74,0.184830964,49,1,0.179560156,54,0.172510513,46,1,0.305246638,92,0.129044241,34,1,0.13994353,42,0.120434372,32,1,0.203679497,61,0.230656646,61,1,0.233405176,70,0.405677648,108,1,0.860581346,258,0.470157207,125,1,0.41929076,126,0.23842577,63,1,0.417678463,125,0.498420621,132,0,0,0,0,0,1,0.619545657,186,0.660135645,175,0,0,0,0,0,1,0.309287405,93,0.626504376,166,0,0,0,0,0,1,0.667895488,200,0.829368997,220,0,0,0,0,0,1,0.361306368,108,0.69433128,184,1,0.339186631,102,0.757914954,201,1,0.592555176,178,0.912594728,242,0,0,0,0,0,265,300
2561,439.jpeg,1,0.117043382,35,0.173883129,52,0.705177049,212,0.645016854,194,1,0.729144568,219,0.403282303,121,1,0.579914139,174,0.4160395,125,1,0.750714052,225,0.300754787,90,1,0.548333221,164,0.305398357,92,1,0.660411562,198,0.462914326,139,1,0.599342571,180,0.565682628,170,1,0.284109684,85,0.294642676,88,0,0,0,0,0,1,0.672522213,202,0.561955592,169,1,0.445369601,134,0.554899641,166,0,0,0,0,0,1,0.220592017,66,0.523248492,157,1,0.689504766,207,0.649617714,195,1,0.502342343,151,0.655889401,197,0,0,0,0,0,1,0.15433774,46,0.59763162,179,1,0.667224686,200,0.741836107,223,1,0.436890554,131,0.688478873,207,1,0.417141235,125,0.617449336,185,1,0.165435356,50,0.707680201,212,300,300
2562,481.jpeg,1,0.042241495,13,0.025977276,6,0.712196391,214,0.795184144,172,1,0.660586397,198,0.30913591,67,1,0.56363105,169,0.290936117,63,1,0.688559698,207,0.232187731,50,1,0.534688382,160,0.219220072,47,1,0.599938859,180,0.438730174,95,1,0.554340636,166,0.514170403,111,1,0.132477737,40,0.350976629,76,1,0.441536906,132,0.328697644,71,0,0,0,0,0,1,0.458857221,138,0.592893823,128,1,0.27088925,81,0.634029014,137,1,0.154277302,46,0.497312473,107,1,0.480776661,144,0.751417119,162,1,0.557414653,167,0.645888448,140,1,0.193509878,58,0.67965886,147,1,0.055239234,17,0.684827505,148,0,0,0,0,0,1,0.609769175,183,0.692959206,150,0,0,0,0,0,0,0,0,0,0,216,300
2563,486.jpeg,1,0.071189125,21,0.028841141,6,0.879688281,264,0.852806374,178,1,0.151589111,45,0.176134792,37,1,0.07963245,24,0.172119163,36,1,0.206068166,62,0.105237203,22,1,0.098043258,29,0.090296862,19,1,0.105952847,32,0.276949417,58,1,0.206306875,62,0.398249503,83,1,0.823333343,247,0.320103812,67,1,0.352144502,106,0.148073418,31,1,0.397423947,119,0.510460803,107,1,0.32043869,96,0.512307188,107,1,0.739010031,222,0.569359877,119,1,0.642072957,193,0.519288596,109,1,0.438698307,132,0.708893473,148,1,0.324661121,97,0.714617971,149,1,0.846005912,254,0.704615843,147,1,0.672121531,202,0.705780172,148,1,0.445729708,134,0.80830184,169,1,0.28170121,85,0.784882586,164,1,0.799713833,240,0.8833102,185,1,0.609918382,183,0.838495744,175,209,300
2564,545.jpeg,1,0.263184937,79,0.137648515,28,0.453020877,136,0.800286797,160,1,0.459704468,138,0.284977525,57,1,0.378960867,114,0.289391192,58,1,0.497026105,149,0.314670127,63,1,0.313131028,94,0.284252017,57,1,0.437322264,131,0.344520568,69,1,0.413401164,124,0.49624354,99,1,0.674202227,202,0.435369094,87,0,0,0,0,0,1,0.492104335,148,0.633397329,127,1,0.32028337,96,0.729831993,146,1,0.633354026,190,0.644452667,129,1,0.542818376,163,0.629072676,126,1,0.465897176,140,0.735280099,147,1,0.343766479,103,0.826837238,165,1,0.636927539,191,0.725079375,145,1,0.579937035,174,0.674332379,135,1,0.45044832,135,0.81909904,164,1,0.333345663,100,0.899582364,180,1,0.637749686,191,0.824617586,165,1,0.51389026,154,0.736475516,147,200,300
2565,566.jpeg,1,0.035870405,11,0.178624371,39,0.68877361,207,0.786249673,172,1,0.6536287,196,0.268500353,59,1,0.577823187,173,0.288865205,63,0,0,0,0,0,1,0.450805893,135,0.26451841,58,1,0.688646194,207,0.419455596,92,1,0.533855215,160,0.520843949,114,1,0.113997213,34,0.444751809,97,1,0.394922868,118,0.439652405,96,1,0.539288819,162,0.77501228,170,1,0.389875385,117,0.808855011,177,0,0,0,0,0,1,0.078212884,23,0.717362977,157,1,0.527848661,158,0.880957521,193,1,0.437271706,131,0.890916186,195,1,0.242473178,73,0.799045091,175,1,0.088227538,26,0.819799428,180,0,0,0,0,0,1,0.445524341,134,0.958379813,210,1,0.270283754,81,0.868885419,190,0,0,0,0,0,219,300
2644,391.jpeg,1,0.001455379,0,0.059690272,16,0.925751444,278,0.882117859,234,1,0.827860401,248,0.175926732,47,1,0.755260362,227,0.181343944,48,1,0.883615815,265,0.094512282,25,1,0.684087837,205,0.117170839,31,1,0.800822701,240,0.230150834,61,1,0.768008902,230,0.42134917,112,1,0.160579888,48,0.441812096,117,0,0,0,0,0,1,0.595961389,179,0.491837309,130,0,0,0,0,0,0,0,0,0,0,1,0.368724513,111,0.548116376,145,0,0,0,0,0,1,0.695765246,209,0.614758677,163,0,0,0,0,0,1,0.36094802,108,0.901562582,239,1,0.686267196,206,0.767022694,203,1,0.651716824,196,0.67956507,180,0,0,0,0,0,1,0.430016766,129,0.924067752,245,265,300
2645,399.jpeg,1,0.244155576,71,0.179306307,54,0.500763898,146,0.731779524,220,1,0.633225565,185,0.295889208,89,1,0.533620401,156,0.301323316,90,1,0.592260913,173,0.365216448,110,1,0.68150391,199,0.258894297,78,1,0.466771869,136,0.277448374,83,1,0.568863632,166,0.469210049,141,0,0,0,0,0,0,0,0,0,0,1,0.644595666,188,0.556234821,167,1,0.417860507,122,0.56253154,169,0,0,0,0,0,1,0.293069447,86,0.515608213,155,1,0.606370936,177,0.74371124,223,1,0.459643371,134,0.729304883,219,0,0,0,0,0,1,0.334418906,98,0.690328172,207,1,0.589342347,172,0.832692015,250,1,0.49588859,145,0.82224827,247,0,0,0,0,0,1,0.316944813,93,0.772176191,232,300,292
2646,420.jpeg,1,0.077662406,23,0.046032801,12,0.898797991,270,0.936658226,248,1,0.24551896,74,0.184499181,49,1,0.179701654,54,0.17268544,46,1,0.305779936,92,0.130018844,34,1,0.140583691,42,0.120236091,32,1,0.204113987,61,0.231289262,61,1,0.234217187,70,0.405292843,107,1,0.861371173,258,0.470727386,125,1,0.419590032,126,0.238816105,63,1,0.417674343,125,0.498541639,132,0,0,0,0,0,1,0.619853532,186,0.659818251,175,0,0,0,0,0,1,0.308904938,93,0.625512243,166,0,0,0,0,0,1,0.667984525,200,0.829833356,220,0,0,0,0,0,1,0.361462621,108,0.694656805,184,1,0.339711093,102,0.757245679,201,1,0.591941407,178,0.912489426,242,0,0,0,0,0,265,300
2647,439.jpeg,1,0.116853134,35,0.173771215,52,0.705769661,212,0.645550105,194,1,0.729605865,219,0.403792847,121,1,0.579542372,174,0.415769225,125,1,0.750540252,225,0.300068301,90,1,0.5485419,165,0.305820329,92,1,0.659532453,198,0.463466231,139,1,0.598388196,180,0.564955306,169,1,0.284508525,85,0.295394728,89,0,0,0,0,0,1,0.671868594,202,0.561034776,168,1,0.444626888,133,0.554770325,166,0,0,0,0,0,1,0.220626357,66,0.522698294,157,1,0.688730271,207,0.649221382,195,1,0.503239777,151,0.656383667,197,0,0,0,0,0,1,0.154891515,46,0.596791947,179,1,0.666505533,200,0.741809109,223,1,0.436142928,131,0.689072061,207,1,0.416940311,125,0.617681424,185,1,0.166139743,50,0.707103719,212,300,300
2648,481.jpeg,1,0.041674199,13,0.02570569,6,0.711511098,213,0.795470598,172,1,0.661263515,198,0.309402186,67,1,0.563360888,169,0.290326285,63,1,0.687994832,206,0.23250592,50,1,0.534013698,160,0.219326879,47,1,0.59993899,180,0.437976763,95,1,0.554567322,166,0.51413489,111,1,0.132681219,40,0.350762413,76,1,0.442404412,133,0.32810483,71,0,0,0,0,0,1,0.459280494,138,0.592307212,128,1,0.269979376,81,0.634565137,137,1,0.154136556,46,0.496412091,107,1,0.480981356,144,0.75064771,162,1,0.55764419,167,0.646148036,140,1,0.194149949,58,0.680603593,147,1,0.056229463,17,0.685278436,148,0,0,0,0,0,1,0.609155414,183,0.6920746,149,0,0,0,0,0,0,0,0,0,0,216,300
2649,486.jpeg,1,0.071250566,21,0.029402511,6,0.88066492,264,0.852880029,178,1,0.151326669,45,0.176462975,37,1,0.080374465,24,0.17112719,36,1,0.206623125,62,0.104447827,22,1,0.09750656,29,0.090918976,19,1,0.105739037,32,0.276440357,58,1,0.206093435,62,0.398249429,83,1,0.82243422,247,0.321029577,67,1,0.352508127,106,0.14817775,31,1,0.39648244,119,0.51063223,107,1,0.321067241,96,0.513089298,107,1,0.739944023,222,0.569889867,119,1,0.641988402,193,0.519533136,109,1,0.437919201,131,0.708203585,148,1,0.325362331,98,0.714167809,149,1,0.845423139,254,0.703756401,147,1,0.671495221,201,0.705693123,147,1,0.446641898,134,0.807759015,169,1,0.282121492,85,0.78461762,164,1,0.799267054,240,0.884185889,185,1,0.60901758,183,0.838042648,175,209,300
2650,545.jpeg,1,0.263219121,79,0.137323498,27,0.453535409,136,0.800340006,160,1,0.459098063,138,0.284381444,57,1,0.378462081,114,0.290074579,58,1,0.497779588,149,0.315060988,63,1,0.312558577,94,0.283350309,57,1,0.436540428,131,0.344714256,69,1,0.41404907,124,0.496162064,99,1,0.673605213,202,0.435937377,87,0,0,0,0,0,1,0.491947929,148,0.63255977,127,1,0.320055462,96,0.730066169,146,1,0.633383525,190,0.645220312,129,1,0.542189841,163,0.628275152,126,1,0.466058098,140,0.735980645,147,1,0.343182477,103,0.826612229,165,1,0.637009648,191,0.724371048,145,1,0.580605164,174,0.673619173,135,1,0.451200265,135,0.81855029,164,1,0.333033875,100,0.899986678,180,1,0.637715035,191,0.82547969,165,1,0.512991777,154,0.736196982,147,200,300
2651,566.jpeg,1,0.036294544,11,0.178279809,39,0.688027095,206,0.78673549,172,1,0.653174954,196,0.26899464,59,1,0.577688757,173,0.288963187,63,0,0,0,0,0,1,0.450599909,135,0.264743759,58,1,0.689010199,207,0.418870315,92,1,0.533720915,160,0.521818164,114,1,0.114712911,34,0.444845488,97,1,0.394882746,118,0.439058535,96,1,0.539299067,162,0.775555692,170,1,0.389614771,117,0.808099885,177,0,0,0,0,0,1,0.078987836,24,0.718047424,157,1,0.528092038,158,0.880666741,193,1,0.43774631,131,0.891009825,195,1,0.242617868,73,0.799194328,175,1,0.087722768,26,0.8193145,179,0,0,0,0,0,1,0.4451014,134,0.958818089,210,1,0.27043522,81,0.869746313,190,0,0,0,0,0,219,300
2730,391.jpeg,1,0.001147055,0,0.059708247,16,0.926076321,278,0.881555482,234,1,0.827936102,248,0.176242039,47,1,0.755252166,227,0.180569343,48,1,0.884463764,265,0.094363287,25,1,0.684763341,205,0.117174499,31,1,0.801187189,240,0.22974254,61,1,0.768616614,231,0.420902108,112,1,0.161200928,48,0.442459064,117,0,0,0,0,0,1,0.595444074,179,0.491731944,130,0,0,0,0,0,0,0,0,0,0,1,0.367728313,110,0.547940902,145,0,0,0,0,0,1,0.695868218,209,0.615479047,163,0,0,0,0,0,1,0.360204415,108,0.901216249,239,1,0.687010017,206,0.766958338,203,1,0.651615704,195,0.679001942,180,0,0,0,0,0,1,0.42948169,129,0.923542155,245,265,300
2731,399.jpeg,1,0.245133633,72,0.17850813,54,0.500271345,146,0.731645286,219,1,0.633023924,185,0.29502049,89,1,0.533613986,156,0.302082397,91,1,0.592674919,173,0.365512645,110,1,0.681823341,199,0.258503943,78,1,0.467659351,137,0.277005724,83,1,0.568110194,166,0.46849725,141,0,0,0,0,0,0,0,0,0,0,1,0.644559442,188,0.556843367,167,1,0.418539599,122,0.563283602,169,0,0,0,0,0,1,0.293112872,86,0.516503829,155,1,0.606598335,177,0.744245019,223,1,0.459565586,134,0.729708437,219,0,0,0,0,0,1,0.334053563,98,0.691317878,207,1,0.589595918,172,0.832546721,250,1,0.496862075,145,0.821399403,246,0,0,0,0,0,1,0.31757109,93,0.771906701,232,300,292
2732,420.jpeg,1,0.078626829,24,0.046624567,12,0.899346501,270,0.935891538,248,1,0.245253849,74,0.185476941,49,1,0.180671504,54,0.173301208,46,1,0.304890766,91,0.12927785,34,1,0.139880322,42,0.121098486,32,1,0.204609047,61,0.231770257,61,1,0.233413267,70,0.40590753,108,1,0.861825631,259,0.470350715,125,1,0.419966714,126,0.238738861,63,1,0.418356082,126,0.498626966,132,0,0,0,0,0,1,0.619829589,186,0.659005707,175,0,0,0,0,0,1,0.308906424,93,0.624520067,165,0,0,0,0,0,1,0.66835809,201,0.830355519,220,0,0,0,0,0,1,0.361790582,109,0.695655098,184,1,0.339601492,102,0.756963983,201,1,0.592247564,178,0.913382315,242,0,0,0,0,0,265,300
2733,439.jpeg,1,0.117346673,35,0.173247353,52,0.705358942,212,0.646410957,194,1,0.72919823,219,0.402953164,121,1,0.57971846,174,0.416407005,125,1,0.749717089,225,0.30036449,90,1,0.548926488,165,0.306813951,92,1,0.660267752,198,0.462750408,139,1,0.598507599,180,0.564961129,169,1,0.285393221,86,0.296007245,89,0,0,0,0,0,1,0.671337898,201,0.561644882,168,1,0.444160497,133,0.555464578,167,0,0,0,0,0,1,0.220506836,66,0.522611246,157,1,0.68957343,207,0.650157375,195,1,0.502979947,151,0.657046595,197,0,0,0,0,0,1,0.154367179,46,0.596180623,179,1,0.667305047,200,0.74140039,222,1,0.435863422,131,0.688265769,206,1,0.416708634,125,0.617530787,185,1,0.165345433,50,0.707074528,212,300,300
2734,481.jpeg,1,0.042321525,13,0.025685941,6,0.71067112,213,0.795922469,172,1,0.661882255,199,0.309869953,67,1,0.563801902,169,0.291084993,63,1,0.688310512,206,0.232382616,50,1,0.533161286,160,0.220045451,48,1,0.599122937,180,0.438588053,95,1,0.555278102,167,0.514070548,111,1,0.132103775,40,0.351482795,76,1,0.442769634,133,0.328763058,71,0,0,0,0,0,1,0.460107979,138,0.592072481,128,1,0.26902178,81,0.634489927,137,1,0.154517181,46,0.496036452,107,1,0.480575691,144,0.750268545,162,1,0.556920921,167,0.646431898,140,1,0.194313419,58,0.681233341,147,1,0.056373428,17,0.684830052,148,0,0,0,0,0,1,0.609985977,183,0.691344874,149,0,0,0,0,0,0,0,0,0,0,216,300
2735,486.jpeg,1,0.07112174,21,0.029594089,6,0.880705815,264,0.853323325,178,1,0.150449905,45,0.177268016,37,1,0.081161836,24,0.170609233,36,1,0.206270772,62,0.103528485,22,1,0.098249685,29,0.091564335,19,1,0.105617773,32,0.27702956,58,1,0.205983056,62,0.398898797,83,1,0.821882954,247,0.321349917,67,1,0.351536113,105,0.147321515,31,1,0.395778691,119,0.509956,107,1,0.320069935,96,0.512580908,107,1,0.740471952,222,0.569421755,119,1,0.642783433,193,0.519135676,108,1,0.438880369,132,0.707789079,148,1,0.324926801,97,0.713805396,149,1,0.846284695,254,0.70468525,147,1,0.67079084,201,0.705524799,147,1,0.44691597,134,0.80716866,169,1,0.282835645,85,0.784643349,164,1,0.798651055,240,0.88421053,185,1,0.609664019,183,0.838650084,175,209,300
2736,545.jpeg,1,0.263522879,79,0.136561009,27,0.452845258,136,0.80063369,160,1,0.458612207,138,0.283565988,57,1,0.378397408,114,0.290060655,58,1,0.498340057,150,0.315900667,63,1,0.312685459,94,0.284237457,57,1,0.435869541,131,0.344023316,69,1,0.414968836,124,0.495477963,99,1,0.674443612,202,0.435504273,87,0,0,0,0,0,1,0.491486376,147,0.632493449,126,1,0.320036918,96,0.730618167,146,1,0.632856638,190,0.646135988,129,1,0.542626655,163,0.628267294,126,1,0.466369452,140,0.735099029,147,1,0.342431488,103,0.82671152,165,1,0.636700289,191,0.723496527,145,1,0.580871906,174,0.673501669,135,1,0.450388858,135,0.818052365,164,1,0.332340421,100,0.900678797,180,1,0.637726993,191,0.825941067,165,1,0.512635147,154,0.737122218,147,200,300
2737,566.jpeg,1,0.037141849,11,0.177529539,39,0.687510985,206,0.787437506,172,1,0.653369503,196,0.269886092,59,1,0.576818944,173,0.288751929,63,0,0,0,0,0,1,0.44977526,135,0.264773422,58,1,0.689753422,207,0.418685126,92,1,0.534282247,160,0.52216771,114,1,0.114333587,34,0.444967756,97,1,0.395768157,119,0.439227994,96,1,0.538353605,162,0.776440513,170,1,0.389118489,117,0.808695827,177,0,0,0,0,0,1,0.078239001,23,0.717802042,157,1,0.528453942,159,0.881097403,193,1,0.437290561,131,0.891973954,195,1,0.242614397,73,0.798926356,175,1,0.087632348,26,0.819018587,179,0,0,0,0,0,1,0.44498854,133,0.95786922,210,1,0.271290662,81,0.869556601,190,0,0,0,0,0,219,300
2822,403.jpeg,1,0.463412572,139,0.072521993,22,0.479756453,144,0.853169902,256,1,0.689872713,207,0.292770392,88,1,0.559368146,168,0.299499828,90,1,0.753751343,226,0.227562914,68,1,0.536293811,161,0.227074063,68,1,0.606292213,182,0.393094367,118,1,0.649507311,195,0.516676372,155,0,0,0,0,0,0,0,0,0,0,1,0.796193886,239,0.72370488,217,1,0.53042065,159,0.770522385,231,1,0.822643388,247,0.822917121,247,1,0.666517072,200,0.86719667,260,1,0.743401065,223,0.640222587,192,1,0.527644772,158,0.663471699,199,1,0.852604265,256,0.740098206,222,0,0,0,0,0,1,0.707010369,212,0.673418444,202,1,0.557136143,167,0.717195959,215,1,0.880361717,264,0.789488804,237,1,0.76963896,231,0.862613271,259,300,300
